,line,code,description,date,ADVANCE,SECOND,THIRD,current,adv_less_second,adv_less_third,second_less_third,abs_adv_less_second,abs_adv_less_third,abs_second_less_third,abs_two_year,abs_adv_less_current,abs_third_less_current,year,month,date_t
723,24,A009RY2,      Structures,2008_Q3,0.3,0.25,0.36,-0.1,0.04999999999999999,-0.06,-0.10999999999999999,0.04999999999999999,0.06,0.10999999999999999,0.11875,0.4,0.45999999999999996,2008,7,2008-07-01
724,24,A009RY2,      Structures,2008_Q4,-0.07,-0.24,-0.38,-0.35,0.16999999999999998,0.31,0.14,0.16999999999999998,0.31,0.14,0.15,0.27999999999999997,0.030000000000000027,2008,10,2008-10-01
725,24,A009RY2,      Structures,2009_Q1,-2.13,-2.02,-2.05,-1.1,-0.10999999999999988,-0.08000000000000007,0.029999999999999805,0.10999999999999988,0.08000000000000007,0.029999999999999805,0.15,1.0299999999999998,0.9499999999999997,2009,1,2009-01-01
903,29,A009RY2,      Structures,2009_Q2,-0.34,-0.59,-0.69,-1.03,0.24999999999999994,0.3499999999999999,0.09999999999999998,0.24999999999999994,0.3499999999999999,0.09999999999999998,0.17874999999999996,0.69,0.3400000000000001,2009,4,2009-04-01
904,29,A009RY2,      Structures,2009_Q3,-0.32,-0.55,-0.68,-0.84,0.23000000000000004,0.36000000000000004,0.13,0.23000000000000004,0.36000000000000004,0.13,0.20875,0.52,0.15999999999999992,2009,7,2009-07-01
905,29,A009RY2,      Structures,2009_Q4,-0.52,-0.47,-0.62,-0.98,-0.050000000000000044,0.09999999999999998,0.15000000000000002,0.050000000000000044,0.09999999999999998,0.15000000000000002,0.2075,0.45999999999999996,0.36,2009,10,2009-10-01
906,29,A009RY2,      Structures,2010_Q1,-0.44,-0.49,-0.49,-0.73,0.04999999999999999,0.04999999999999999,0.0,0.04999999999999999,0.04999999999999999,0.0,0.18,0.29,0.24,2010,1,2010-01-01
907,29,A009RY2,      Structures,2010_Q2,0.14,0.01,-0.01,0.27,0.13,0.15000000000000002,0.02,0.13,0.15000000000000002,0.02,0.1825,0.13,0.28,2010,4,2010-04-01
908,29,A009RY2,      Structures,2010_Q3,0.1,-0.15,-0.09,-0.15,0.25,0.19,-0.06,0.25,0.19,0.06,0.19874999999999998,0.25,0.06,2010,7,2010-07-01
909,29,A009RY2,      Structures,2010_Q4,0.02,0.11,0.19,0.18,-0.09,-0.17,-0.08,0.09,0.17,0.08,0.18124999999999997,0.16,0.010000000000000009,2010,10,2010-10-01
910,29,A009RY2,      Structures,2011_Q1,-0.63,-0.48,-0.41,-0.73,-0.15000000000000002,-0.22000000000000003,-0.07,0.15000000000000002,0.22000000000000003,0.07,0.19874999999999995,0.09999999999999998,0.32,2011,1,2011-01-01
911,29,A009RY2,      Structures,2011_Q2,0.2,0.38,0.54,0.63,-0.18,-0.34,-0.16000000000000003,0.18,0.34,0.16000000000000003,0.19749999999999998,0.43,0.08999999999999997,2011,4,2011-04-01
912,29,A009RY2,      Structures,2011_Q3,0.34,0.33,0.37,0.56,0.010000000000000009,-0.02999999999999997,-0.03999999999999998,0.010000000000000009,0.02999999999999997,0.03999999999999998,0.15624999999999997,0.22000000000000003,0.19000000000000006,2011,7,2011-07-01
913,29,A009RY2,      Structures,2011_Q4,-0.21,-0.07,-0.02,0.34,-0.13999999999999999,-0.19,-0.05,0.13999999999999999,0.19,0.05,0.16749999999999998,0.55,0.36000000000000004,2011,10,2011-10-01
914,29,A009RY2,      Structures,2012_Q1,-0.35,-0.09,0.05,0.48,-0.26,-0.39999999999999997,-0.14,0.26,0.39999999999999997,0.14,0.21124999999999997,0.83,0.43,2012,1,2012-01-01
915,29,A009RY2,      Structures,2012_Q2,0.03,0.08,0.02,0.27,-0.05,0.009999999999999998,0.06,0.05,0.009999999999999998,0.06,0.19374999999999998,0.24000000000000002,0.25,2012,4,2012-04-01
916,29,A009RY2,      Structures,2012_Q3,-0.13,-0.03,0.0,-0.12,-0.1,-0.13,-0.03,0.1,0.13,0.03,0.18624999999999997,0.010000000000000009,0.12,2012,7,2012-07-01
917,29,A009RY2,      Structures,2012_Q4,-0.03,0.16,0.46,-0.21,-0.19,-0.49,-0.30000000000000004,0.19,0.49,0.30000000000000004,0.22624999999999998,0.18,0.67,2012,10,2012-10-01
918,29,A009RY2,      Structures,2013_Q1,-0.01,-0.11,-0.26,-0.16,0.1,0.25,0.15000000000000002,0.1,0.25,0.15000000000000002,0.22999999999999995,0.15,0.1,2013,1,2013-01-01
919,29,A009RY2,      Structures,2013_Q2,0.17,0.4,0.43,0.3,-0.23,-0.26,-0.02999999999999997,0.23,0.26,0.02999999999999997,0.21999999999999995,0.12999999999999998,0.13,2013,4,2013-04-01
920,29,A009RY2,      Structures,2013_Q3,0.32,0.36,0.35,0.46,-0.03999999999999998,-0.02999999999999997,0.010000000000000009,0.03999999999999998,0.02999999999999997,0.010000000000000009,0.21999999999999995,0.14,0.11000000000000004,2013,7,2013-07-01
921,29,A009RY2,      Structures,2013_Q4,-0.03,0.01,-0.05,0.11,-0.04,0.020000000000000004,0.060000000000000005,0.04,0.020000000000000004,0.060000000000000005,0.19874999999999995,0.14,0.16,2013,10,2013-10-01
922,29,A009RY2,      Structures,2014_Q1,0.0,-0.21,-0.22,0.5,0.21,0.22,0.010000000000000009,0.21,0.22,0.010000000000000009,0.17624999999999996,0.5,0.72,2014,1,2014-01-01
923,29,A009RY2,      Structures,2014_Q2,0.15,0.26,0.35,0.0,-0.11000000000000001,-0.19999999999999998,-0.08999999999999997,0.11000000000000001,0.19999999999999998,0.08999999999999997,0.19999999999999996,0.15,0.35,2014,4,2014-04-01
924,29,A009RY2,      Structures,2014_Q3,0.11,0.03,0.14,-0.05,0.08,-0.030000000000000013,-0.11000000000000001,0.08,0.030000000000000013,0.11000000000000001,0.18749999999999994,0.16,0.19,2014,7,2014-07-01
925,29,A009RY2,      Structures,2014_Q4,0.08,0.14,0.17,0.12,-0.06000000000000001,-0.09000000000000001,-0.03,0.06000000000000001,0.09000000000000001,0.03,0.13749999999999996,0.039999999999999994,0.05000000000000002,2014,10,2014-10-01
926,29,A009RY2,      Structures,2015_Q1,-0.75,-0.67,-0.6,-0.22,-0.07999999999999996,-0.15000000000000002,-0.07000000000000006,0.07999999999999996,0.15000000000000002,0.07000000000000006,0.12499999999999994,0.53,0.38,2015,1,2015-01-01
927,29,A009RY2,      Structures,2015_Q2,-0.04,0.09,0.18,0.18,-0.13,-0.22,-0.09,0.13,0.22,0.09,0.11999999999999994,0.22,0.0,2015,4,2015-04-01
928,29,A009RY2,      Structures,2015_Q3,-0.11,-0.21,-0.21,-0.21,0.09999999999999999,0.09999999999999999,0.0,0.09999999999999999,0.09999999999999999,0.0,0.12874999999999995,0.09999999999999999,0.0,2015,7,2015-07-01
929,29,A009RY2,      Structures,2015_Q4,-0.15,-0.18,-0.14,-0.14,0.03,-0.009999999999999981,-0.03999999999999998,0.03,0.009999999999999981,0.03999999999999998,0.12749999999999995,0.009999999999999981,0.0,2015,10,2015-10-01
